Group,SampleID,richness,Depth,ROV,Core.type,Day,Habitat,Sampling,Samples,Samples.1,Samples.2,SampleIDnew,ROVDepth,Methane,Phosphate,Sulfide,Sulfate,Ammonium,d15N,d13CV,DIC,C13Methane,meanrichness
16S,D523ROV2LPC3.20,790.5734578686531,20,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,965.1439025366802
16S,D519ROV2PC201.20,1314.0124660090066,20,ROV2,PC,D519,mussel,porewater,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,965.1439025366802
16S,D519ROV3PC203.20,1251.0429797192096,20,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,1438.7595334953053
16S,D518ROV3LPC.20,1109.4619617047806,20,ROV3,LPC,D518,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3LPC1.20,1421.869369389233,20,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3LPC2.20,2361.4862991626487,20,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3PC204.20,1379.8842055777243,20,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,1438.7595334953053
16S,D517ROV5LPC.20,577.7255611433284,20,ROV5,LPC,D517,control,porewater,517ROV05LPC-20,,,D517ROV5LPC20,ROV520,2107.2,0.441,0.29,2606,33,NA,NA,NA,NA,745.5619365297376
16S,D517ROV5PC201.20,548.9946516584125,20,ROV5,PC,D517,control,fridge,517ROV05LPC-20,,,D517ROV5LPC20,ROV520,2107.2,0.441,0.29,2606,33,NA,NA,NA,NA,745.5619365297376
16S,D522ROV1LPC2.25,527.6199003179224,25,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1PC203.25,1021.4649855072253,25,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1PC201.25,2626.324292076394,25,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D515ROV1LPC.25,455.598922457788,25,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1PC202.25,1660.3831532614186,25,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D515ROV1PC201.25,836.2392815298524,25,ROV1,PC,D515,mussel,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1PC205.25,542.8805619266683,25,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1LPC1.25,439.77792493280174,25,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D522ROV1PC204.25,1433.7985807443058,25,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,1160.8972117091844
16S,D517ROV2LPC2.25,726.0822814604302,25,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D517ROV2PC203.25,707.3906694469665,25,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D523ROV2LPC3.25,1142.4849239443522,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D523ROV2LPC1.25,1046.4494181717973,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D523ROV2LPC2.25,941.2891318520215,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D517ROV2LPC1.25,629.9978306877139,25,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,965.1439025366802
16S,D519ROV3PC204.25,1257.0927053528656,25,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3LPC1.25,1283.2157756527522,25,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3LPC2.25,2047.197806328013,25,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,1438.7595334953053
16S,D518ROV3LPC.25,1323.8274825925062,25,ROV3,LPC,D518,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,1438.7595334953053
16S,D517ROV5LPC.25,451.0505506255937,25,ROV5,LPC,D517,control,porewater,517ROV05LPC-25,,,D517ROV5LPC25,ROV525,2187.8,0.399,0.02,2540,32.7,NA,NA,NA,NA,745.5619365297376
16S,D517ROV5PC201.25,648.6008687981307,25,ROV5,PC,D517,control,fridge,517ROV05LPC-25,,,D517ROV5LPC25,ROV525,2187.8,0.399,0.02,2540,32.7,NA,NA,NA,NA,745.5619365297376
16S,D515ROV1LPC.30,465.6748542730889,30,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1PC202.30,1870.0599797105424,30,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1LPC1.30,776.5504756237607,30,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1LPC2.30,429.5202819586386,30,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1PC201.30,2724.9869596704675,30,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1PC205.30,380.4699088354661,30,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D522ROV1PC204.30,1038.4762199639347,30,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,1160.8972117091844
16S,D523ROV2LPC3.30,585.8204082306053,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D517ROV2PC203.30,625.57721644357,30,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D523ROV2LPC1.30,1076.269694369563,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D517ROV2LPC2.30,563.58741915151,30,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D517ROV2LPC1.30,388.7177399741258,30,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D523ROV2LPC2.30,931.6208806678894,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,965.1439025366802
16S,D519ROV3LPC2.30,1780.0372161722157,30,ROV3,LPC,D519,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,1438.7595334953053
16S,D518ROV3LPC.30,772.9500793682589,30,ROV3,LPC,D518,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,1438.7595334953053
16S,D519ROV3LPC1.30,934.6343459824365,30,ROV3,LPC,D519,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,1438.7595334953053
16S,D517ROV5LPC.30,550.052008436111,30,ROV5,LPC,D517,control,porewater,517ROV05LPC-30,,,D517ROV5LPC30,ROV530,1865.6,0.447,0.02,2516,25.9,NA,NA,NA,NA,745.5619365297376
18S,D515ROV1LPC.0,16.673958550647402,0,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1PC202.0,28.01003842543587,0,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1PC205.0,20.431355895432258,0,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1PC201.0,51.733344602371474,0,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1PC203.0,22.119563725560706,0,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1LPC1.0,19.10394056915925,0,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1LPC2.0,28.664912303113244,0,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D515ROV1PC201.0,30.609042782061348,0,ROV1,PC,D515,mussel,porewater,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D522ROV1PC204.0,40.52741951760721,0,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-0, ROVO1-LPC-0 ,515ROV01LPC-0,D515ROV1LPC0,ROV10,19681.166666666668,0.53,0.44499999999999995,2114,25.833333333333332,21.2,-33.04,8.79,-65.09,29.57324506324343
18S,D519ROV2PC201.0,10.467370524910692,0,ROV2,PC,D519,mussel,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D517ROV2LPC2.0,17.287628267019105,0,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D523ROV2LPC2.0,12.927909311549111,0,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D517ROV2LPC1.0,16.701905840113234,0,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D517ROV2PC203.0,9.487350578236414,0,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D517ROV2PC201.0,16.423480489801644,0,ROV2,PC,D517,mussel,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D523ROV2LPC3.0,5.6342008165373825,0,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D517ROV2PC202.0,35.26121880282767,0,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D523ROV2LPC1.0,20,0,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-0, ROVO2-LPC2-30 ,517ROV02LPC2-40,D517ROV2PC2030,ROV20,6071.7,0.294,0.28,2568,32.4,68.9,-35.03,10.8,-69.54,15.24762843520642
18S,D519ROV3PC201.0,21.95535061165002,0,ROV3,PC,D519,clam_mat,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.0,36.77625221032579,0,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3LPC.0,27.24126632014074,0,ROV3,LPC,D518,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC205.0,25.779926168403787,0,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC204.0,25.599958021569705,0,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3PC202.0,40.16266837713258,0,ROV3,PC,D518,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC202.0,15.956587592913442,0,ROV3,PC,D519,clam_mat,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3PC201.0,45.49282088731741,0,ROV3,PC,D518,clam_mat,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC2.0,18.556753453975016,0,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC203.0,27.58633063888192,0,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-0,,,D519ROV32PC2010,ROV30,4344.533333333334,0.319,3.67,2417,28.2,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5PC201.0,30.32073876735802,0,ROV5,PC,D517,control,fridge,517ROV05LPC-0,,,D517ROV5LPC0,ROV50,2361.8,0.192,0.06,2606,23.1,NA,NA,NA,NA,21.876204955488543
18S,D517ROV5LPC.0,10.162504444549858,0,ROV5,LPC,D517,control,porewater,517ROV05LPC-0,,,D517ROV5LPC0,ROV50,2361.8,0.192,0.06,2606,23.1,NA,NA,NA,NA,21.876204955488543
18S,D522ROV1PC205.10,19.595768338533624,10,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1PC203.10,40.48310797007339,10,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1LPC2.10,28.345104812386516,10,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D515ROV1PC201.10,15.228501202529287,10,ROV1,PC,D515,mussel,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1PC202.10,33.73093075197089,10,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1PC204.10,19.65911314713636,10,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1PC201.10,46.36307680611434,10,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D522ROV1LPC1.10,10.19257245247758,10,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D515ROV1LPC.10,9.29520126046144,10,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-10, ROVO1-LPC-10 ,515ROV01LPC-15,D515ROV1LPC10,ROV110,104699.03333333334,0.48233333333333334,146.475,315.3,27.6,1.3,-30.22,23.16,-77.39,29.57324506324343
18S,D517ROV2LPC2.10,9.07213502863243,10,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D523ROV2LPC2.10,3.0641242786600476,10,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D517ROV2PC203.10,29.90848768469227,10,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D519ROV2PC201.10,18.311447418935064,10,ROV2,PC,D519,mussel,porewater,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D523ROV2LPC1.10,18.86838239338789,10,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D517ROV2LPC1.10,7.458481197164282,10,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D523ROV2LPC3.10,4.755864783967114,10,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-10,ROV05-LPC-2,517ROV05LPC-2,D517ROV2PC20310,ROV210,11846.2,0.2115,0.034999999999999996,1401,35.7,9.2,-6.3149999999999995,3.495,-77.11,15.24762843520642
18S,D518ROV3LPC.10,21.797671384315333,10,ROV3,LPC,D518,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC204.10,29.172747021384904,10,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC2.10,36.751245577697716,10,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC205.10,21.202223234769427,10,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
